_key,code_a,desc_a,code_b,desc_b,n_both,lift,odds_ratio,or_adjusted,confounding_ratio,chapter_a,chapter_b,ccsr_desc_a,ccsr_desc_b,code_pairs_in_group,max_lift_in_group
Paralysis (other than cerebral palsy) | Skin/Subcutaneous signs and symptoms,G8194,"Hemiplegia, unspecified affecting left nondominant side",R200,Anesthesia of skin,981,9.00775626126286,9.656404197638354,8.130778630111045,1.1876358509967786,Nervous,Symptoms/signs,Paralysis (other than cerebral palsy),Skin/Subcutaneous signs and symptoms,2,9.00775626126286
Abdominal hernia | Dysphagia,K449,Diaphragmatic hernia without obstruction or gangrene,R1314,"Dysphagia, pharyngoesophageal phase",651,9.654210159742744,11.516406295191883,8.117476925990056,1.4187174660539337,Digestive,Symptoms/signs,Abdominal hernia,Dysphagia,1,9.654210159742744
Fungal infections | Postthrombotic syndrome and venous insufficiency/hypertension,B351,Tinea unguium,I872,Venous insufficiency (chronic) (peripheral),849,11.299671261630492,12.429404391285246,8.108935481699946,1.5328034634552996,Infectious,Circulatory,Fungal infections,Postthrombotic syndrome and venous insufficiency/hypertension,2,13.068512099338037
Malaise and fatigue | Myopathies,G7281,Critical illness myopathy,R5381,Other malaise,629,10.071985410414433,11.217911016317515,8.103806677722838,1.3842767309782047,Nervous,Symptoms/signs,Myopathies,Malaise and fatigue,1,10.071985410414433
Heart failure | Other aftercare encounter,I5084,End stage heart failure,Z515,Encounter for palliative care,1887,8.779563897167087,11.461522511117623,8.09325817384653,1.4161815013087908,Circulatory,Factors/status,Heart failure,Other aftercare encounter,1,8.779563897167087
Other specified and unspecified endocrine disorders | Unacceptable PDX,E162,"Hypoglycemia, unspecified",R6521,Severe sepsis with septic shock,3905,7.612509182699459,8.868384603845938,8.092898020103915,1.0958231009232544,Endocrine/metabolic,Symptoms/signs,Other specified and unspecified endocrine disorders,Unacceptable PDX,6,14.437982006101212
Neurodevelopmental disorders | Unacceptable PDX,F79,Unspecified intellectual disabilities,Z931,Gastrostomy status,1466,10.170049278121706,11.246725711712502,8.090961535107935,1.390035740858638,Mental/behavioural,Factors/status,Neurodevelopmental disorders,Unacceptable PDX,1,10.170049278121706
Aplastic anemia | Peritonitis and intra-abdominal abscess,D61818,Other pancytopenia,K652,Spontaneous bacterial peritonitis,730,9.91020564026215,10.992226167338345,8.088877907970003,1.358930903940046,Blood/immune,Digestive,Aplastic anemia,Peritonitis and intra-abdominal abscess,1,9.91020564026215
"Headache; including migraine | Musculoskeletal pain, not low back pain",M7910,"Myalgia, unspecified site",R51,Headache,545,8.932771759489988,9.673426540009828,8.087280876359303,1.1961284253508664,Musculoskeletal,Symptoms/signs,"Musculoskeletal pain, not low back pain",Headache; including migraine,1,8.932771759489988
"Complication of genitourinary device, implant or graft, initial encounter | Unacceptable PDX",T83511A,"I/I react d/t indwelling urethral catheter, init",Z87440,Personal history of urinary (tract) infections,2602,8.517789348485563,9.656016886950418,8.085257483649723,1.1942745059730178,Injury/poisoning,Factors/status,"Complication of genitourinary device, implant or graft, initial encounter",Unacceptable PDX,11,19.581968829224664
Other specified and unspecified skin disorders | Other specified diseases of veins and lymphatics,B372,Candidiasis of skin and nail,I890,"Lymphedema, not elsewhere classified",507,9.898157381117835,10.49615126545394,8.052736157260595,1.3034266937940449,Infectious,Circulatory,Other specified and unspecified skin disorders,Other specified diseases of veins and lymphatics,1,9.898157381117835
Abdominal pain and other digestive/abdomen signs and symptoms | Gastrointestinal hemorrhage,K922,"Gastrointestinal hemorrhage, unspecified",R195,Other fecal abnormalities,732,11.045591703165336,12.05620150305074,8.035005728672497,1.5004596026644783,Digestive,Symptoms/signs,Gastrointestinal hemorrhage,Abdominal pain and other digestive/abdomen signs and symptoms,1,11.045591703165336
Cardiac arrest and ventricular fibrillation | Other aftercare encounter,I469,"Cardiac arrest, cause unspecified",Z515,Encounter for palliative care,7506,8.55062067728207,11.357298458781113,8.029792829683416,1.4143949538519898,Circulatory,Factors/status,Cardiac arrest and ventricular fibrillation,Other aftercare encounter,1,8.55062067728207
Gangrene | Unacceptable PDX,B9561,Methicillin suscep staph infct causing dis classd elswhr,I96,"Gangrene, not elsewhere classified",1166,9.675089678741893,10.430660785049929,8.01870663778888,1.300790920058666,Infectious,Circulatory,Unacceptable PDX,Gangrene,5,14.698829772158367
Fluid and electrolyte disorders | Nervous system signs and symptoms,E870,Hyperosmolality and hypernatremia,R532,Functional quadriplegia,2667,10.069853887480852,12.277693167641171,8.017066637966876,1.5314445697004695,Endocrine/metabolic,Symptoms/signs,Fluid and electrolyte disorders,Nervous system signs and symptoms,1,10.069853887480852
Abdominal pain and other digestive/abdomen signs and symptoms | Other specified and unspecified gastrointestinal disorders,K661,Hemoperitoneum,R188,Other ascites,844,8.12260587358362,8.892633465671524,7.997433531999589,1.1119359016977175,Digestive,Symptoms/signs,Other specified and unspecified gastrointestinal disorders,Abdominal pain and other digestive/abdomen signs and symptoms,2,9.958485049878368
Aspiration pneumonitis | Dysphagia,J690,Pneumonitis due to inhalation of food and vomit,R1310,"Dysphagia, unspecified",24842,8.478866126867347,11.923083134652474,7.996541038517142,1.4910300687787703,Respiratory,Symptoms/signs,Aspiration pneumonitis,Dysphagia,4,12.24593055121706
Epilepsy; convulsions | Unacceptable PDX,G40909,"Epilepsy, unsp, not intractable, without status epilepticus",Z87820,Personal history of traumatic brain injury,6109,8.19185829113159,10.360263713381311,7.99590476855467,1.2956962361689084,Nervous,Factors/status,Epilepsy; convulsions,Unacceptable PDX,5,9.504550888414828
"Other aftercare encounter | Pathological fracture, initial encounter",M8458XA,"Pathological fracture in neoplastic disease, oth site, init",Z515,Encounter for palliative care,1016,8.048184615051,10.184609161129226,7.987539590501929,1.2750621196594576,Musculoskeletal,Factors/status,"Pathological fracture, initial encounter",Other aftercare encounter,1,8.048184615051
Acute and unspecified renal failure | Fluid and electrolyte disorders,E870,Hyperosmolality and hypernatremia,N170,Acute kidney failure with tubular necrosis,15270,8.505876061676547,11.061638939659796,7.9673518352932176,1.3883708374292854,Endocrine/metabolic,Genitourinary,Fluid and electrolyte disorders,Acute and unspecified renal failure,2,13.801161461035464
Benign neoplasms | Epilepsy; convulsions,D320,Benign neoplasm of cerebral meninges,R569,Unspecified convulsions,523,7.8954847278261155,8.48024116852227,7.954038151210208,1.0661554555445525,Neoplasm,Symptoms/signs,Benign neoplasms,Epilepsy; convulsions,1,7.8954847278261155
Opioid-related disorders | Other specified status,F1120,"Opioid dependence, uncomplicated",Z765,Malingerer [conscious simulation],1161,12.175545598373844,14.007368018436024,7.91125697065375,1.7705616276143434,Mental/behavioural,Factors/status,Opioid-related disorders,Other specified status,1,12.175545598373844
General sensation/perception signs and symptoms | Neurocognitive disorders,F05,Delirium due to known physiological condition,R443,"Hallucinations, unspecified",933,11.362945643665796,12.649386318943211,7.890560995507975,1.6031035469017214,Mental/behavioural,Symptoms/signs,Neurocognitive disorders,General sensation/perception signs and symptoms,2,12.18924037344346
Nutritional deficiencies | Other specified and unspecified hematologic conditions,D7589,Other specified diseases of blood and blood-forming organs,E538,Deficiency of other specified B group vitamins,703,9.4503446629948,10.154332728822304,7.879149431903998,1.288760013575286,Blood/immune,Endocrine/metabolic,Other specified and unspecified hematologic conditions,Nutritional deficiencies,1,9.4503446629948
Nutritional anemia | Other specified and unspecified disorders of stomach and duodenum,D500,Iron deficiency anemia secondary to blood loss (chronic),K3189,Other diseases of stomach and duodenum,1722,7.947381856592387,8.653355938731634,7.8527566377111455,1.1019513704494273,Blood/immune,Digestive,Nutritional anemia,Other specified and unspecified disorders of stomach and duodenum,3,19.870547734149028
Abdominal pain and other digestive/abdomen signs and symptoms | Heart failure,I5082,Biventricular heart failure,R188,Other ascites,1013,9.236744247474842,10.267696971197852,7.851898867349623,1.307670557741617,Circulatory,Symptoms/signs,Heart failure,Abdominal pain and other digestive/abdomen signs and symptoms,2,9.236744247474842
Alcohol-related disorders | Other specified and unspecified hematologic conditions,D7589,Other specified diseases of blood and blood-forming organs,F10239,"Alcohol dependence with withdrawal, unspecified",920,8.436976959519209,9.209552173755457,7.8358346830868735,1.1753122093851291,Blood/immune,Mental/behavioural,Other specified and unspecified hematologic conditions,Alcohol-related disorders,1,8.436976959519209
Hepatic failure | Muscle disorders,K7200,Acute and subacute hepatic failure without coma,M6282,Rhabdomyolysis,2191,8.993730761145493,9.922504644637936,7.812182019255144,1.2701322908479802,Digestive,Musculoskeletal,Hepatic failure,Muscle disorders,1,8.993730761145493
Other nervous system disorders (neither hereditary nor degenerative) | Urinary incontinence,G912,(Idiopathic) normal pressure hydrocephalus,R32,Unspecified urinary incontinence,714,11.851496643485971,13.238578291583488,7.810578050701736,1.6949549963711172,Nervous,Symptoms/signs,Other nervous system disorders (neither hereditary nor degenerative),Urinary incontinence,1,11.851496643485971
Aspiration pneumonitis | Nervous system signs and symptoms,J690,Pneumonitis due to inhalation of food and vomit,R532,Functional quadriplegia,2833,9.600571412934844,11.829342135767412,7.799038560351808,1.516769284345454,Respiratory,Symptoms/signs,Aspiration pneumonitis,Nervous system signs and symptoms,2,9.600571412934844
Acute phlebitis; thrombophlebitis and thromboembolism | Coagulation and hemorrhagic disorders,D6959,Other secondary thrombocytopenia,I81,Portal vein thrombosis,955,9.77729216601968,10.72748182184159,7.768855898808724,1.3808316129903428,Blood/immune,Circulatory,Coagulation and hemorrhagic disorders,Acute phlebitis; thrombophlebitis and thromboembolism,3,24.936592728760058
Postthrombotic syndrome and venous insufficiency/hypertension | Unacceptable PDX,I871,Compression of vein,Z992,Dependence on renal dialysis,1439,7.998533900935301,9.715605672670032,7.76741432946184,1.2508159421622065,Circulatory,Factors/status,Postthrombotic syndrome and venous insufficiency/hypertension,Unacceptable PDX,3,9.591533918021476
Myocarditis and cardiomyopathy | Unacceptable PDX,I429,"Cardiomyopathy, unspecified",Z95810,Presence of automatic (implantable) cardiac defibrillator,15594,9.500351591474825,12.672123140323151,7.756492550821694,1.6337439966961247,Circulatory,Factors/status,Myocarditis and cardiomyopathy,Unacceptable PDX,6,16.971814328468945
Aspiration pneumonitis | Cardiac arrest and ventricular fibrillation,I469,"Cardiac arrest, cause unspecified",J690,Pneumonitis due to inhalation of food and vomit,5444,8.92915793775817,11.014031708310272,7.748562833700325,1.4214289726615694,Circulatory,Respiratory,Cardiac arrest and ventricular fibrillation,Aspiration pneumonitis,1,8.92915793775817
Other specified and unspecified disorders of stomach and duodenum | Secondary malignancies,C787,Secondary malig neoplasm of liver and intrahepatic bile duct,K311,Adult hypertrophic pyloric stenosis,593,9.807400724175157,10.743142758385138,7.741960502757527,1.3876514552817276,Neoplasm,Digestive,Secondary malignancies,Other specified and unspecified disorders of stomach and duodenum,2,24.240385861688267
Esophageal disorders | Nutritional anemia,D500,Iron deficiency anemia secondary to blood loss (chronic),K2211,Ulcer of esophagus with bleeding,528,8.603254939782548,9.249117395557848,7.734194913035144,1.195873326125964,Blood/immune,Digestive,Nutritional anemia,Esophageal disorders,1,8.603254939782548
Acute hemorrhagic cerebrovascular disease | Dysphagia,I610,"Nontraumatic intcrbl hemorrhage in hemisphere, subcortical",R1310,"Dysphagia, unspecified",688,8.748515511072496,10.540698877188335,7.730066205248478,1.3635974902817165,Circulatory,Symptoms/signs,Acute hemorrhagic cerebrovascular disease,Dysphagia,1,8.748515511072496
"Secondary malignancies | Stress fracture, initial encounter",C7951,Secondary malignant neoplasm of bone,M4854XA,"Collapsed vertebra, NEC, thoracic region, init",839,8.972798277397828,9.8198685186165,7.686793060782406,1.2774987489538292,Neoplasm,Musculoskeletal,Secondary malignancies,"Stress fracture, initial encounter",1,8.972798277397828
Peritonitis and intra-abdominal abscess | Unacceptable PDX,K651,Peritoneal abscess,R6521,Severe sepsis with septic shock,2334,7.878083955509241,9.121296567193967,7.68404922822014,1.1870429634541446,Digestive,Symptoms/signs,Peritonitis and intra-abdominal abscess,Unacceptable PDX,8,48.2432471835296
Other aftercare encounter | Shock,R579,"Shock, unspecified",Z515,Encounter for palliative care,2734,7.686827313307844,9.671857724540391,7.683427081953654,1.2587947567377893,Symptoms/signs,Factors/status,Shock,Other aftercare encounter,1,7.686827313307844
Epilepsy; convulsions | Sequela of cerebral infarction and other cerebrovascular disease,I69398,Other sequelae of cerebral infarction,R569,Unspecified convulsions,1273,7.760314534392123,8.409882579375491,7.68262278943675,1.0946629568926238,Circulatory,Symptoms/signs,Sequela of cerebral infarction and other cerebrovascular disease,Epilepsy; convulsions,1,7.760314534392123
"Respiratory failure; insufficiency; arrest | Traumatic brain injury (TBI); concussion, initial encounter",J9600,"Acute respiratory failure, unsp w hypoxia or hypercapnia",S065X9A,"Traum subdr hem w LOC of unsp duration, init",958,8.879569281789028,9.61431631663495,7.680735561072703,1.2517442164474413,Respiratory,Injury,Respiratory failure; insufficiency; arrest,"Traumatic brain injury (TBI); concussion, initial encounter",2,10.543911818227198
Cardiac dysrhythmias | Coma; stupor; and brain damage,G931,"Anoxic brain damage, not elsewhere classified",I472,Ventricular tachycardia,2730,8.609391355780561,9.825246209144884,7.673596389952974,1.2803965324536826,Nervous,Circulatory,Coma; stupor; and brain damage,Cardiac dysrhythmias,1,8.609391355780561
Hepatic failure | Respiratory failure; insufficiency; arrest,J9602,Acute respiratory failure with hypercapnia,K7200,Acute and subacute hepatic failure without coma,3077,8.781833815618624,9.910884974593923,7.659698112703424,1.2939002071317878,Respiratory,Digestive,Respiratory failure; insufficiency; arrest,Hepatic failure,2,18.371315889169576
Intestinal obstruction and ileus | Postprocedural or postoperative respiratory system complication,J95821,Acute postprocedural respiratory failure,K567,"Ileus, unspecified",804,8.556079902420132,9.3526765708133,7.639837896009191,1.2241983008171995,Respiratory,Digestive,Postprocedural or postoperative respiratory system complication,Intestinal obstruction and ileus,1,8.556079902420132
Conditions due to neoplasm or the treatment of neoplasm | Urinary system cancers - bladder,C679,"Malignant neoplasm of bladder, unspecified",G893,Neoplasm related pain (acute) (chronic),682,8.46482437874322,8.989849056714526,7.6334362345162035,1.177693607508636,Neoplasm,Nervous,Urinary system cancers - bladder,Conditions due to neoplasm or the treatment of neoplasm,1,8.46482437874322
Alcohol-related disorders | Nutritional anemia,D539,"Nutritional anemia, unspecified",F10231,Alcohol dependence with withdrawal delirium,1121,7.9838228770494,8.565120221431602,7.632242616967062,1.122228504946984,Blood/immune,Mental/behavioural,Nutritional anemia,Alcohol-related disorders,1,7.9838228770494
Anxiety and fear-related disorders | Unacceptable PDX,F411,Generalized anxiety disorder,Z915,Personal history of self-harm,8281,8.864469634973547,10.804470209529027,7.599832309739826,1.4216721855404877,Mental/behavioural,Factors/status,Anxiety and fear-related disorders,Unacceptable PDX,6,12.014480647027536
Other nervous system disorders (neither hereditary nor degenerative) | Respiratory failure; insufficiency; arrest,G936,Cerebral edema,J9600,"Acute respiratory failure, unsp w hypoxia or hypercapnia",2901,8.110806518860402,9.012008772198776,7.574167974083406,1.1898348179014833,Nervous,Respiratory,Other nervous system disorders (neither hereditary nor degenerative),Respiratory failure; insufficiency; arrest,6,14.159771555032036
Coagulation and hemorrhagic disorders | Gastrointestinal cancers - liver,C220,Liver cell carcinoma,D6959,Other secondary thrombocytopenia,880,10.13255602146389,11.14190135426995,7.568449125893528,1.4721511856571463,Neoplasm,Blood/immune,Gastrointestinal cancers - liver,Coagulation and hemorrhagic disorders,3,28.40074491864272
Abdominal pain and other digestive/abdomen signs and symptoms | Pancreatic disorders (excluding diabetes),K863,Pseudocyst of pancreas,R188,Other ascites,701,8.432327181774038,9.251024778563323,7.565323476874059,1.222819461301579,Digestive,Symptoms/signs,Pancreatic disorders (excluding diabetes),Abdominal pain and other digestive/abdomen signs and symptoms,1,8.432327181774038
Abnormal findings without diagnosis | Postprocedural or postoperative respiratory system complication,J95811,Postprocedural pneumothorax,R911,Solitary pulmonary nodule,612,9.977638275772325,10.746593525311152,7.555251741497204,1.4224004563984955,Respiratory,Symptoms/signs,Postprocedural or postoperative respiratory system complication,Abnormal findings without diagnosis,1,9.977638275772325
Acute and unspecified renal failure | Other specified and unspecified nutritional and metabolic disorders,E8341,Hypermagnesemia,N170,Acute kidney failure with tubular necrosis,933,8.390285032382973,9.482111293534764,7.546931760829827,1.2564193759838838,Endocrine/metabolic,Genitourinary,Other specified and unspecified nutritional and metabolic disorders,Acute and unspecified renal failure,1,8.390285032382973
Obesity | Other specified and unspecified skin disorders,B372,Candidiasis of skin and nail,E662,Morbid (severe) obesity with alveolar hypoventilation,515,8.807333015737608,9.32487680402976,7.542690118841812,1.236279981957101,Infectious,Endocrine/metabolic,Other specified and unspecified skin disorders,Obesity,1,8.807333015737608
Other specified and unspecified nutritional and metabolic disorders | Unacceptable PDX,E8339,Other disorders of phosphorus metabolism,Z9115,Patient's noncompliance with renal dialysis,2394,8.348416490269795,9.792299410843908,7.520645280639686,1.302055747271064,Endocrine/metabolic,Factors/status,Other specified and unspecified nutritional and metabolic disorders,Unacceptable PDX,3,9.033118281497153
"Complication of genitourinary device, implant or graft, initial encounter | Septicemia",A4151,Sepsis due to Escherichia coli [E. coli],T83511A,"I/I react d/t indwelling urethral catheter, init",1395,9.664482355954457,10.504980651823567,7.513025628973178,1.3982357003165589,Infectious,Injury/poisoning,Septicemia,"Complication of genitourinary device, implant or graft, initial encounter",4,23.73313513200805
Other general signs and symptoms | Other unspecified injury,R296,Repeated falls,S0990XA,"Unspecified injury of head, initial encounter",1298,11.415140917871902,12.92001102530342,7.512740683895642,1.7197467034898242,Symptoms/signs,Injury,Other general signs and symptoms,Other unspecified injury,1,11.415140917871902
Other general signs and symptoms | Other specified connective tissue disease,M7989,Other specified soft tissue disorders,R600,Localized edema,705,9.087814344560174,9.667738358816198,7.505956533382471,1.2880088388227775,Musculoskeletal,Symptoms/signs,Other specified connective tissue disease,Other general signs and symptoms,1,9.087814344560174
Other specified and unspecified nutritional and metabolic disorders | Other specified male genital disorders,E8809,"Oth disorders of plasma-protein metabolism, NEC",N5089,Other specified disorders of the male genital organs,553,8.913571476212052,9.51755962793,7.505616391328727,1.2680583621254184,Endocrine/metabolic,Genitourinary,Other specified and unspecified nutritional and metabolic disorders,Other specified male genital disorders,1,8.913571476212052
Acute phlebitis; thrombophlebitis and thromboembolism | Pancreatic disorders (excluding diabetes),I81,Portal vein thrombosis,K861,Other chronic pancreatitis,520,10.031604039166206,10.623801960250532,7.486375773770808,1.4190847856544924,Circulatory,Digestive,Acute phlebitis; thrombophlebitis and thromboembolism,Pancreatic disorders (excluding diabetes),1,10.031604039166206
Hypertension with complications and secondary hypertension | Other nervous system disorders (neither hereditary nor degenerative),G936,Cerebral edema,I161,Hypertensive emergency,3158,8.687325134216188,9.74781699117755,7.485098791032695,1.302296370871636,Nervous,Circulatory,Other nervous system disorders (neither hereditary nor degenerative),Hypertension with complications and secondary hypertension,3,13.066670973952755
Intestinal obstruction and ileus | Secondary malignancies,C786,Secondary malignant neoplasm of retroperiton and peritoneum,K56609,"Unsp intestnl obst, unsp as to partial versus complete obst",932,9.396619764340612,10.02568526077565,7.455842354925783,1.3446750593046095,Neoplasm,Digestive,Secondary malignancies,Intestinal obstruction and ileus,2,9.396619764340612
Nervous system pain and pain syndromes | Postprocedural or postoperative digestive system complication,G8918,Other acute postprocedural pain,K9189,Oth postprocedural complications and disorders of dgstv sys,866,8.52764839725621,9.105313016019153,7.445160353914704,1.2229841377736788,Nervous,Digestive,Nervous system pain and pain syndromes,Postprocedural or postoperative digestive system complication,1,8.52764839725621
"Other general signs and symptoms | Superficial injury; contusion, initial encounter",R296,Repeated falls,S0083XA,"Contusion of other part of head, initial encounter",1095,11.2521472128055,12.678063994962685,7.442384720894175,1.7034948434430657,Symptoms/signs,Injury,Other general signs and symptoms,"Superficial injury; contusion, initial encounter",2,11.2521472128055
Abdominal pain and other digestive/abdomen signs and symptoms | Other specified and unspecified nutritional and metabolic disorders,E7220,"Disorder of urea cycle metabolism, unspecified",R188,Other ascites,1112,8.891194817035762,9.854029649047051,7.430164539053376,1.326219573907644,Endocrine/metabolic,Symptoms/signs,Other specified and unspecified nutritional and metabolic disorders,Abdominal pain and other digestive/abdomen signs and symptoms,1,8.891194817035762
Abdominal pain and other digestive/abdomen signs and symptoms | Hepatitis,B181,Chronic viral hepatitis B without delta-agent,R188,Other ascites,685,8.412992325798678,9.226078709638868,7.426640253224654,1.2422950883655497,Infectious,Symptoms/signs,Hepatitis,Abdominal pain and other digestive/abdomen signs and symptoms,1,8.412992325798678
Hepatic failure | Mental and substance use disorders in remission,F1021,"Alcohol dependence, in remission",K7290,"Hepatic failure, unspecified without coma",1218,11.100470251769138,12.095276591419614,7.418822200706018,1.6303499752654214,Mental/behavioural,Digestive,Mental and substance use disorders in remission,Hepatic failure,3,25.09874858071838
Malnutrition | Secondary malignancies,C786,Secondary malignant neoplasm of retroperiton and peritoneum,E43,Unspecified severe protein-calorie malnutrition,4856,7.645062968347784,9.465869128623533,7.4165651836782915,1.276314425100067,Neoplasm,Endocrine/metabolic,Secondary malignancies,Malnutrition,1,7.645062968347784
Acute phlebitis; thrombophlebitis and thromboembolism | Unacceptable PDX,I82C11,Acute embolism and thrombosis of right internal jugular vein,Z992,Dependence on renal dialysis,768,8.05122595957264,9.761795423875604,7.406494265443146,1.3180048581717947,Circulatory,Factors/status,Acute phlebitis; thrombophlebitis and thromboembolism,Unacceptable PDX,1,8.05122595957264
Pressure ulcer of skin | Respiratory failure; insufficiency; arrest,J9610,"Chronic respiratory failure, unsp w hypoxia or hypercapnia",L89154,"Pressure ulcer of sacral region, stage 4",643,9.269778241888314,9.7881668763024,7.34232177678963,1.3331160324850535,Respiratory,Skin,Respiratory failure; insufficiency; arrest,Pressure ulcer of skin,1,9.269778241888314
Abdominal pain and other digestive/abdomen signs and symptoms | Endocrine system cancers - pancreas,C259,"Malignant neoplasm of pancreas, unspecified",R188,Other ascites,1285,9.216980555338996,10.276103833324578,7.330921114713822,1.4017479758034102,Neoplasm,Symptoms/signs,Endocrine system cancers - pancreas,Abdominal pain and other digestive/abdomen signs and symptoms,1,9.216980555338996
Non-Hodgkin lymphoma | Unacceptable PDX,C8590,"Non-Hodgkin lymphoma, unspecified, unspecified site",Z9221,Personal history of antineoplastic chemotherapy,1036,8.763330949503814,9.959418498856424,7.302841154093264,1.3637731245563434,Neoplasm,Factors/status,Non-Hodgkin lymphoma,Unacceptable PDX,3,29.515210149121685
Endocarditis and endocardial disease | Shock,I330,Acute and subacute infective endocarditis,R570,Cardiogenic shock,588,8.294931334251375,8.763946073398875,7.282556389721268,1.2034161638306662,Circulatory,Symptoms/signs,Endocarditis and endocardial disease,Shock,1,8.294931334251375
Other specified and unspecified liver disease | Other specified and unspecified nutritional and metabolic disorders,E8809,"Oth disorders of plasma-protein metabolism, NEC",K766,Portal hypertension,2989,8.109529584127706,9.025757989723992,7.270007243015089,1.2415060519225485,Endocrine/metabolic,Digestive,Other specified and unspecified nutritional and metabolic disorders,Other specified and unspecified liver disease,8,18.63168248831512
"Peritonitis and intra-abdominal abscess | Pleurisy, pleural effusion and pulmonary collapse",J90,"Pleural effusion, not elsewhere classified",K750,Abscess of liver,774,8.028985526771413,9.259281618699282,7.246594291764285,1.2777425154354791,Respiratory,Digestive,"Pleurisy, pleural effusion and pulmonary collapse",Peritonitis and intra-abdominal abscess,1,8.028985526771413
Aplastic anemia | Hepatitis,D61818,Other pancytopenia,K7011,Alcoholic hepatitis with ascites,550,8.024317977631338,8.69930641097076,7.239410839006646,1.2016594450059466,Blood/immune,Digestive,Aplastic anemia,Hepatitis,1,8.024317977631338
Acute and unspecified renal failure | Postprocedural or postoperative respiratory system complication,J95821,Acute postprocedural respiratory failure,N170,Acute kidney failure with tubular necrosis,1103,8.068916956705705,9.084104106932864,7.236240759346055,1.255362336472868,Respiratory,Genitourinary,Postprocedural or postoperative respiratory system complication,Acute and unspecified renal failure,2,13.089586556750204
Abdominal pain and other digestive/abdomen signs and symptoms | Other specified male genital disorders,N5089,Other specified disorders of the male genital organs,R188,Other ascites,857,8.541273954850949,9.399049771050748,7.234597087385779,1.2991808192662038,Genitourinary,Symptoms/signs,Other specified male genital disorders,Abdominal pain and other digestive/abdomen signs and symptoms,1,8.541273954850949
Other nervous system disorders (neither hereditary nor degenerative) | Other specified status,G9349,Other encephalopathy,Z9911,Dependence on respirator [ventilator] status,633,8.169942148180303,8.588183859089451,7.229906826992637,1.1878692304893512,Nervous,Factors/status,Other nervous system disorders (neither hereditary nor degenerative),Other specified status,1,8.169942148180303
Hepatitis | Other specified substance-related disorders,B1920,Unspecified viral hepatitis C without hepatic coma,F1910,"Other psychoactive substance abuse, uncomplicated",2955,11.480497536407729,13.25235494668124,7.225315328658394,1.834155928685531,Infectious,Mental/behavioural,Hepatitis,Other specified substance-related disorders,2,11.480497536407729
Fluid and electrolyte disorders | Other general signs and symptoms,E8770,"Fluid overload, unspecified",R601,Generalized edema,589,8.386301522631397,9.198209589676608,7.21982292724767,1.2740214936522185,Endocrine/metabolic,Symptoms/signs,Fluid and electrolyte disorders,Other general signs and symptoms,1,8.386301522631397
Other nervous system disorders (neither hereditary nor degenerative) | Respiratory cancers,C3490,Malignant neoplasm of unsp part of unsp bronchus or lung,G936,Cerebral edema,1889,9.05312548771442,9.926367124553598,7.218014600087466,1.375221258825566,Neoplasm,Nervous,Respiratory cancers,Other nervous system disorders (neither hereditary nor degenerative),3,9.492653317470838
Dysphagia | Esophageal disorders,K222,Esophageal obstruction,R1310,"Dysphagia, unspecified",3825,8.91902345395647,11.00059989341802,7.204300608197866,1.5269490394251866,Digestive,Symptoms/signs,Esophageal disorders,Dysphagia,4,69.79345837045675
Pericarditis and pericardial disease | Shock,I313,Pericardial effusion (noninflammatory),R570,Cardiogenic shock,1695,8.566296872776379,9.303643241133834,7.20428107826447,1.291404810565096,Circulatory,Symptoms/signs,Pericarditis and pericardial disease,Shock,1,8.566296872776379
Fluid and electrolyte disorders | Genitourinary signs and symptoms,E8770,"Fluid overload, unspecified",R34,Anuria and oliguria,620,7.737122290017293,8.422754351605658,7.1759137766345695,1.173753561397423,Endocrine/metabolic,Symptoms/signs,Fluid and electrolyte disorders,Genitourinary signs and symptoms,1,7.737122290017293
Other nervous system disorders (often hereditary or degenerative) | Respiratory failure; insufficiency; arrest,G253,Myoclonus,J9602,Acute respiratory failure with hypercapnia,597,8.193847160374595,8.896498267603471,7.175377478843405,1.2398648424887455,Nervous,Respiratory,Other nervous system disorders (often hereditary or degenerative),Respiratory failure; insufficiency; arrest,1,8.193847160374595
Acute myocardial infarction | Shock,I214,Non-ST elevation (NSTEMI) myocardial infarction,R570,Cardiogenic shock,6465,8.811116593644023,10.865455782469445,7.17164588519909,1.5150574856036425,Circulatory,Symptoms/signs,Acute myocardial infarction,Shock,6,32.38244190073657
Gastrointestinal hemorrhage | Respiratory signs and symptoms,K920,Hematemesis,R042,Hemoptysis,779,8.583264802183244,9.07758210713855,7.169914966951748,1.266065518068178,Digestive,Symptoms/signs,Gastrointestinal hemorrhage,Respiratory signs and symptoms,1,8.583264802183244
Acute and unspecified renal failure | Coagulation and hemorrhagic disorders,D689,"Coagulation defect, unspecified",N170,Acute kidney failure with tubular necrosis,5150,8.13189429925674,9.504523084544989,7.166718984951593,1.326202841844675,Blood/immune,Genitourinary,Coagulation and hemorrhagic disorders,Acute and unspecified renal failure,3,20.36291156515057
Cardiac dysrhythmias | Other specified and unspecified liver disease,I472,Ventricular tachycardia,K761,Chronic passive congestion of liver,1092,9.127403041841111,10.327566624732096,7.163101204749441,1.4417730993224669,Circulatory,Digestive,Cardiac dysrhythmias,Other specified and unspecified liver disease,1,9.127403041841111
